Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Weapon Type,2H Dual-Wield,Reinforce Type ID
Poison Lucerne,Lucerne,Poison,Poison,25,15,12,0,0,0,Standard/Pierce,7,Halberd,No,1000
Blood Lucerne,Lucerne,Blood,Blood,25,15,12,0,0,0,Standard/Pierce,7,Halberd,No,1100
Occult Lucerne,Lucerne,Occult,Occult,25,15,12,0,0,0,Standard/Pierce,7,Halberd,No,1200
Banished Knight's Halberd,Banished Knight's Halberd,None,None,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,0
Banished Knight's Heavy Halberd,Banished Knight's Halberd,Heavy,Heavy,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,100
Banished Knight's Keen Halberd,Banished Knight's Halberd,Keen,Keen,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,200
Banished Knight's Quality Halberd,Banished Knight's Halberd,Quality,Quality,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,300
Banished Knight's Fire Halberd,Banished Knight's Halberd,Fire,Fire,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,400
Banished Knight's Flame Art Halberd,Banished Knight's Halberd,Flame Art,Flame Art,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,500
Banished Knight's Lightning Halberd,Banished Knight's Halberd,Lightning,Lightning,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,600
Banished Knight's Sacred Halberd,Banished Knight's Halberd,Sacred,Sacred,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,700
Banished Knight's Magic Halberd,Banished Knight's Halberd,Magic,Magic,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,800
Banished Knight's Cold Halberd,Banished Knight's Halberd,Cold,Cold,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,900
Banished Knight's Poison Halberd,Banished Knight's Halberd,Poison,Poison,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,1000
Banished Knight's Blood Halberd,Banished Knight's Halberd,Blood,Blood,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,1100
Banished Knight's Occult Halberd,Banished Knight's Halberd,Occult,Occult,25,14,12,0,0,0,Standard/Pierce,8,Halberd,No,1200
Commander's Standard,Commander's Standard,None,-,10,24,14,0,0,0,Standard/Pierce,11.5,Halberd,No,2200
Nightrider Glaive,Nightrider Glaive,None,None,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,0
Heavy Nightrider Glaive,Nightrider Glaive,Heavy,Heavy,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,6000
Keen Nightrider Glaive,Nightrider Glaive,Keen,Keen,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,200
Quality Nightrider Glaive,Nightrider Glaive,Quality,Quality,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,300
Fire Nightrider Glaive,Nightrider Glaive,Fire,Fire,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,400
Flame Art Nightrider Glaive,Nightrider Glaive,Flame Art,Flame Art,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,500
Lightning Nightrider Glaive,Nightrider Glaive,Lightning,Lightning,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,600
Sacred Nightrider Glaive,Nightrider Glaive,Sacred,Sacred,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,700
Magic Nightrider Glaive,Nightrider Glaive,Magic,Magic,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,800
Cold Nightrider Glaive,Nightrider Glaive,Cold,Cold,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,900
Poison Nightrider Glaive,Nightrider Glaive,Poison,Poison,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,1000
Blood Nightrider Glaive,Nightrider Glaive,Blood,Blood,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,1100
Occult Nightrider Glaive,Nightrider Glaive,Occult,Occult,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,1200
Ripple Crescent Halberd,Ripple Crescent Halberd,None,-,25,12,12,0,0,20,Standard/Pierce,8.5,Halberd,No,0
Vulgar Militia Saw,Vulgar Militia Saw,None,None,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,0
Heavy Vulgar Militia Saw,Vulgar Militia Saw,Heavy,Heavy,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,100
Keen Vulgar Militia Saw,Vulgar Militia Saw,Keen,Keen,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,200
Quality Vulgar Militia Saw,Vulgar Militia Saw,Quality,Quality,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,300
Fire Vulgar Militia Saw,Vulgar Militia Saw,Fire,Fire,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,400
Flame Art Vulgar Militia Saw,Vulgar Militia Saw,Flame Art,Flame Art,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,500
Lightning Vulgar Militia Saw,Vulgar Militia Saw,Lightning,Lightning,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,600
Sacred Vulgar Militia Saw,Vulgar Militia Saw,Sacred,Sacred,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,700
Magic Vulgar Militia Saw,Vulgar Militia Saw,Magic,Magic,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,800
Cold Vulgar Militia Saw,Vulgar Militia Saw,Cold,Cold,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,900
Poison Vulgar Militia Saw,Vulgar Militia Saw,Poison,Poison,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,1000
Blood Vulgar Militia Saw,Vulgar Militia Saw,Blood,Blood,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,1100
Occult Vulgar Militia Saw,Vulgar Militia Saw,Occult,Occult,25,15,13,0,0,0,Standard/Pierce,8,Halberd,No,1200
Golden Halberd,Golden Halberd,None,-,10,30,14,0,12,0,Standard/Pierce,13.5,Halberd,No,2200
Glaive,Glaive,None,None,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,0
Heavy Glaive,Glaive,Heavy,Heavy,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,100
Keen Glaive,Glaive,Keen,Keen,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,200
Quality Glaive,Glaive,Quality,Quality,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,300
Fire Glaive,Glaive,Fire,Fire,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,400
Flame Art Glaive,Glaive,Flame Art,Flame Art,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,500
Lightning Glaive,Glaive,Lightning,Lightning,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,600
Sacred Glaive,Glaive,Sacred,Sacred,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,700
Magic Glaive,Glaive,Magic,Magic,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,800
Cold Glaive,Glaive,Cold,Cold,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,900
Poison Glaive,Glaive,Poison,Poison,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,1000
Blood Glaive,Glaive,Blood,Blood,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,1100
Occult Glaive,Glaive,Occult,Occult,25,18,15,0,0,0,Standard/Pierce,10,Halberd,No,1200
Loretta's War Sickle,Loretta's War Sickle,None,-,10,20,15,20,0,0,Standard/Pierce,10,Halberd,No,2200
Guardian's Swordspear,Guardian's Swordspear,None,None,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,0
Guardian's Heavy Swordspear,Guardian's Swordspear,Heavy,Heavy,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,100
Guardian's Keen Swordspear,Guardian's Swordspear,Keen,Keen,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,200
Guardian's Quality Swordspear,Guardian's Swordspear,Quality,Quality,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,300
Guardian's Fire Swordspear,Guardian's Swordspear,Fire,Fire,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,400
Guardian's Flame Art Swordspear,Guardian's Swordspear,Flame Art,Flame Art,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,500
Guardian's Lightning Swordspear,Guardian's Swordspear,Lightning,Lightning,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,600
Guardian's Sacred Swordspear,Guardian's Swordspear,Sacred,Sacred,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,700
Guardian's Magic Swordspear,Guardian's Swordspear,Magic,Magic,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,800
Guardian's Cold Swordspear,Guardian's Swordspear,Cold,Cold,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,900
Guardian's Poison Swordspear,Guardian's Swordspear,Poison,Poison,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,1000
Guardian's Blood Swordspear,Guardian's Swordspear,Blood,Blood,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,1100
Guardian's Occult Swordspear,Guardian's Swordspear,Occult,Occult,25,17,16,0,0,0,Standard/Pierce,9,Halberd,No,1200
Vulgar Militia Shotel,Vulgar Militia Shotel,None,None,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,0
Heavy Vulgar Militia Shotel,Vulgar Militia Shotel,Heavy,Heavy,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,100
Keen Vulgar Militia Shotel,Vulgar Militia Shotel,Keen,Keen,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,5000
Quality Vulgar Militia Shotel,Vulgar Militia Shotel,Quality,Quality,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,300
Fire Vulgar Militia Shotel,Vulgar Militia Shotel,Fire,Fire,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,400
Flame Art Vulgar Militia Shotel,Vulgar Militia Shotel,Flame Art,Flame Art,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,500
Lightning Vulgar Militia Shotel,Vulgar Militia Shotel,Lightning,Lightning,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,600
Sacred Vulgar Militia Shotel,Vulgar Militia Shotel,Sacred,Sacred,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,700
Magic Vulgar Militia Shotel,Vulgar Militia Shotel,Magic,Magic,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,800
Cold Vulgar Militia Shotel,Vulgar Militia Shotel,Cold,Cold,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,900
Poison Vulgar Militia Shotel,Vulgar Militia Shotel,Poison,Poison,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,1000
Blood Vulgar Militia Shotel,Vulgar Militia Shotel,Blood,Blood,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,1100
Occult Vulgar Militia Shotel,Vulgar Militia Shotel,Occult,Occult,25,14,16,0,0,0,Standard/Pierce,8,Halberd,No,1200
Dragon Halberd,Dragon Halberd,None,-,10,22,10,0,0,0,Standard/Pierce,10.5,Halberd,No,2200
Gargoyle's Halberd,Gargoyle's Halberd,None,None,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,0
Gargoyle's Heavy Halberd,Gargoyle's Halberd,Heavy,Heavy,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,6000
Gargoyle's Keen Halberd,Gargoyle's Halberd,Keen,Keen,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,200
Gargoyle's Quality Halberd,Gargoyle's Halberd,Quality,Quality,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,300
Gargoyle's Fire Halberd,Gargoyle's Halberd,Fire,Fire,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,400
Gargoyle's Flame Art Halberd,Gargoyle's Halberd,Flame Art,Flame Art,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,500
Gargoyle's Lightning Halberd,Gargoyle's Halberd,Lightning,Lightning,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,600
Gargoyle's Sacred Halberd,Gargoyle's Halberd,Sacred,Sacred,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,700
Gargoyle's Magic Halberd,Gargoyle's Halberd,Magic,Magic,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,800
Gargoyle's Cold Halberd,Gargoyle's Halberd,Cold,Cold,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,900
Gargoyle's Poison Halberd,Gargoyle's Halberd,Poison,Poison,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,1000
Gargoyle's Blood Halberd,Gargoyle's Halberd,Blood,Blood,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,1100
Gargoyle's Occult Halberd,Gargoyle's Halberd,Occult,Occult,25,26,10,0,0,0,Standard/Pierce,12,Halberd,No,1200
Gargoyle's Black Halberd,Gargoyle's Black Halberd,None,-,10,26,10,0,22,0,Standard/Pierce,12,Halberd,No,2200
Scythe,Scythe,None,None,25,14,14,0,0,0,Slash,7.5,Reaper,No,0
Heavy Scythe,Scythe,Heavy,Heavy,25,14,14,0,0,0,Slash,7.5,Reaper,No,100
Keen Scythe,Scythe,Keen,Keen,25,14,14,0,0,0,Slash,7.5,Reaper,No,5000
Quality Scythe,Scythe,Quality,Quality,25,14,14,0,0,0,Slash,7.5,Reaper,No,300
Fire Scythe,Scythe,Fire,Fire,25,14,14,0,0,0,Slash,7.5,Reaper,No,400
Flame Art Scythe,Scythe,Flame Art,Flame Art,25,14,14,0,0,0,Slash,7.5,Reaper,No,500
Lightning Scythe,Scythe,Lightning,Lightning,25,14,14,0,0,0,Slash,7.5,Reaper,No,600
Sacred Scythe,Scythe,Sacred,Sacred,25,14,14,0,0,0,Slash,7.5,Reaper,No,700
Magic Scythe,Scythe,Magic,Magic,25,14,14,0,0,0,Slash,7.5,Reaper,No,800
Cold Scythe,Scythe,Cold,Cold,25,14,14,0,0,0,Slash,7.5,Reaper,No,900
Poison Scythe,Scythe,Poison,Poison,25,14,14,0,0,0,Slash,7.5,Reaper,No,1000
Blood Scythe,Scythe,Blood,Blood,25,14,14,0,0,0,Slash,7.5,Reaper,No,1100
Occult Scythe,Scythe,Occult,Occult,25,14,14,0,0,0,Slash,7.5,Reaper,No,1200
Grave Scythe,Grave Scythe,None,None,25,17,13,0,0,0,Slash,9.5,Reaper,No,0
Heavy Grave Scythe,Grave Scythe,Heavy,Heavy,25,17,13,0,0,0,Slash,9.5,Reaper,No,100
Keen Grave Scythe,Grave Scythe,Keen,Keen,25,17,13,0,0,0,Slash,9.5,Reaper,No,200
Quality Grave Scythe,Grave Scythe,Quality,Quality,25,17,13,0,0,0,Slash,9.5,Reaper,No,300
Fire Grave Scythe,Grave Scythe,Fire,Fire,25,17,13,0,0,0,Slash,9.5,Reaper,No,400
Flame Art Grave Scythe,Grave Scythe,Flame Art,Flame Art,25,17,13,0,0,0,Slash,9.5,Reaper,No,500
Lightning Grave Scythe,Grave Scythe,Lightning,Lightning,25,17,13,0,0,0,Slash,9.5,Reaper,No,600
Sacred Grave Scythe,Grave Scythe,Sacred,Sacred,25,17,13,0,0,0,Slash,9.5,Reaper,No,700
Magic Grave Scythe,Grave Scythe,Magic,Magic,25,17,13,0,0,0,Slash,9.5,Reaper,No,800
Cold Grave Scythe,Grave Scythe,Cold,Cold,25,17,13,0,0,0,Slash,9.5,Reaper,No,900
Poison Grave Scythe,Grave Scythe,Poison,Poison,25,17,13,0,0,0,Slash,9.5,Reaper,No,1000
Blood Grave Scythe,Grave Scythe,Blood,Blood,25,17,13,0,0,0,Slash,9.5,Reaper,No,1100
Occult Grave Scythe,Grave Scythe,Occult,Occult,25,17,13,0,0,0,Slash,9.5,Reaper,No,1200
Halo Scythe,Halo Scythe,None,-,10,13,16,0,15,0,Slash,8.5,Reaper,No,2200
Winged Scythe,Winged Scythe,None,-,10,16,16,0,24,0,Slash,7.5,Reaper,No,2200
Whip,Whip,None,None,25,8,14,0,0,0,Strike,2,Whip,No,0
Heavy Whip,Whip,Heavy,Heavy,25,8,14,0,0,0,Strike,2,Whip,No,100
Keen Whip,Whip,Keen,Keen,25,8,14,0,0,0,Strike,2,Whip,No,200
Quality Whip,Whip,Quality,Quality,25,8,14,0,0,0,Strike,2,Whip,No,300
Fire Whip,Whip,Fire,Fire,25,8,14,0,0,0,Strike,2,Whip,No,400
Flame Art Whip,Whip,Flame Art,Flame Art,25,8,14,0,0,0,Strike,2,Whip,No,500
Lightning Whip,Whip,Lightning,Lightning,25,8,14,0,0,0,Strike,2,Whip,No,600
Sacred Whip,Whip,Sacred,Sacred,25,8,14,0,0,0,Strike,2,Whip,No,700
Magic Whip,Whip,Magic,Magic,25,8,14,0,0,0,Strike,2,Whip,No,800
Cold Whip,Whip,Cold,Cold,25,8,14,0,0,0,Strike,2,Whip,No,900
Poison Whip,Whip,Poison,Poison,25,8,14,0,0,0,Strike,2,Whip,No,1000
Blood Whip,Whip,Blood,Blood,25,8,14,0,0,0,Strike,2,Whip,No,1100
Occult Whip,Whip,Occult,Occult,25,8,14,0,0,0,Strike,2,Whip,No,1200
Thorned Whip,Thorned Whip,None,None,25,8,16,0,0,0,Strike,2.5,Whip,No,0
Heavy Thorned Whip,Thorned Whip,Heavy,Heavy,25,8,16,0,0,0,Strike,2.5,Whip,No,100
Keen Thorned Whip,Thorned Whip,Keen,Keen,25,8,16,0,0,0,Strike,2.5,Whip,No,5000
Quality Thorned Whip,Thorned Whip,Quality,Quality,25,8,16,0,0,0,Strike,2.5,Whip,No,300
Fire Thorned Whip,Thorned Whip,Fire,Fire,25,8,16,0,0,0,Strike,2.5,Whip,No,400
Flame Art Thorned Whip,Thorned Whip,Flame Art,Flame Art,25,8,16,0,0,0,Strike,2.5,Whip,No,500
Lightning Thorned Whip,Thorned Whip,Lightning,Lightning,25,8,16,0,0,0,Strike,2.5,Whip,No,600
Sacred Thorned Whip,Thorned Whip,Sacred,Sacred,25,8,16,0,0,0,Strike,2.5,Whip,No,700
Magic Thorned Whip,Thorned Whip,Magic,Magic,25,8,16,0,0,0,Strike,2.5,Whip,No,800
Cold Thorned Whip,Thorned Whip,Cold,Cold,25,8,16,0,0,0,Strike,2.5,Whip,No,900
Poison Thorned Whip,Thorned Whip,Poison,Poison,25,8,16,0,0,0,Strike,2.5,Whip,No,1000
Blood Thorned Whip,Thorned Whip,Blood,Blood,25,8,16,0,0,0,Strike,2.5,Whip,No,1100
Occult Thorned Whip,Thorned Whip,Occult,Occult,25,8,16,0,0,0,Strike,2.5,Whip,No,1200
Magma Whip Candlestick,Magma Whip Candlestick,None,-,10,8,16,0,18,0,Strike,2.5,Whip,No,2200
Hoslow's Petal Whip,Hoslow's Petal Whip,None,None,25,10,20,0,0,0,Strike,3.5,Whip,No,0
Hoslow's Heavy Petal Whip,Hoslow's Petal Whip,Heavy,Heavy,25,10,20,0,0,0,Strike,3.5,Whip,No,100
Hoslow's Keen Petal Whip,Hoslow's Petal Whip,Keen,Keen,25,10,20,0,0,0,Strike,3.5,Whip,No,200
Hoslow's Quality Petal Whip,Hoslow's Petal Whip,Quality,Quality,25,10,20,0,0,0,Strike,3.5,Whip,No,300
Hoslow's Fire Petal Whip,Hoslow's Petal Whip,Fire,Fire,25,10,20,0,0,0,Strike,3.5,Whip,No,400
Hoslow's Flame Art Petal Whip,Hoslow's Petal Whip,Flame Art,Flame Art,25,10,20,0,0,0,Strike,3.5,Whip,No,500
Hoslow's Lightning Petal Whip,Hoslow's Petal Whip,Lightning,Lightning,25,10,20,0,0,0,Strike,3.5,Whip,No,600
Hoslow's Sacred Petal Whip,Hoslow's Petal Whip,Sacred,Sacred,25,10,20,0,0,0,Strike,3.5,Whip,No,700
Hoslow's Magic Petal Whip,Hoslow's Petal Whip,Magic,Magic,25,10,20,0,0,0,Strike,3.5,Whip,No,800
Hoslow's Cold Petal Whip,Hoslow's Petal Whip,Cold,Cold,25,10,20,0,0,0,Strike,3.5,Whip,No,900
Hoslow's Poison Petal Whip,Hoslow's Petal Whip,Poison,Poison,25,10,20,0,0,0,Strike,3.5,Whip,No,1000
Hoslow's Blood Petal Whip,Hoslow's Petal Whip,Blood,Blood,25,10,20,0,0,0,Strike,3.5,Whip,No,1100
Hoslow's Occult Petal Whip,Hoslow's Petal Whip,Occult,Occult,25,10,20,0,0,0,Strike,3.5,Whip,No,1200
Giant's Red Braid,Giant's Red Braid,None,-,10,18,12,0,21,0,Strike,2.5,Whip,No,2200
Urumi,Urumi,None,None,25,10,19,0,0,0,Slash,3,Whip,No,0
Heavy Urumi,Urumi,Heavy,Heavy,25,10,19,0,0,0,Slash,3,Whip,No,100
Keen Urumi,Urumi,Keen,Keen,25,10,19,0,0,0,Slash,3,Whip,No,200
Quality Urumi,Urumi,Quality,Quality,25,10,19,0,0,0,Slash,3,Whip,No,300
Fire Urumi,Urumi,Fire,Fire,25,10,19,0,0,0,Slash,3,Whip,No,400
Flame Art Urumi,Urumi,Flame Art,Flame Art,25,10,19,0,0,0,Slash,3,Whip,No,500
Lightning Urumi,Urumi,Lightning,Lightning,25,10,19,0,0,0,Slash,3,Whip,No,600
Sacred Urumi,Urumi,Sacred,Sacred,25,10,19,0,0,0,Slash,3,Whip,No,700
Magic Urumi,Urumi,Magic,Magic,25,10,19,0,0,0,Slash,3,Whip,No,800
Cold Urumi,Urumi,Cold,Cold,25,10,19,0,0,0,Slash,3,Whip,No,900
Poison Urumi,Urumi,Poison,Poison,25,10,19,0,0,0,Slash,3,Whip,No,1000
Blood Urumi,Urumi,Blood,Blood,25,10,19,0,0,0,Slash,3,Whip,No,1100
Occult Urumi,Urumi,Occult,Occult,25,10,19,0,0,0,Slash,3,Whip,No,1200
Caestus,Caestus,None,None,25,8,8,0,0,0,Strike,1.5,Fist,Yes,0
Heavy Caestus,Caestus,Heavy,Heavy,25,8,8,0,0,0,Strike,1.5,Fist,Yes,100
Keen Caestus,Caestus,Keen,Keen,25,8,8,0,0,0,Strike,1.5,Fist,Yes,200
Quality Caestus,Caestus,Quality,Quality,25,8,8,0,0,0,Strike,1.5,Fist,Yes,300
Fire Caestus,Caestus,Fire,Fire,25,8,8,0,0,0,Strike,1.5,Fist,Yes,400
Flame Art Caestus,Caestus,Flame Art,Flame Art,25,8,8,0,0,0,Strike,1.5,Fist,Yes,500
Lightning Caestus,Caestus,Lightning,Lightning,25,8,8,0,0,0,Strike,1.5,Fist,Yes,600
Sacred Caestus,Caestus,Sacred,Sacred,25,8,8,0,0,0,Strike,1.5,Fist,Yes,700
Magic Caestus,Caestus,Magic,Magic,25,8,8,0,0,0,Strike,1.5,Fist,Yes,800
Cold Caestus,Caestus,Cold,Cold,25,8,8,0,0,0,Strike,1.5,Fist,Yes,900
Poison Caestus,Caestus,Poison,Poison,25,8,8,0,0,0,Strike,1.5,Fist,Yes,1000
Blood Caestus,Caestus,Blood,Blood,25,8,8,0,0,0,Strike,1.5,Fist,Yes,1100
Occult Caestus,Caestus,Occult,Occult,25,8,8,0,0,0,Strike,1.5,Fist,Yes,1200
Spiked Caestus,Spiked Caestus,None,None,25,8,10,0,0,0,Strike,2,Fist,Yes,0
Heavy Spiked Caestus,Spiked Caestus,Heavy,Heavy,25,8,10,0,0,0,Strike,2,Fist,Yes,100
Keen Spiked Caestus,Spiked Caestus,Keen,Keen,25,8,10,0,0,0,Strike,2,Fist,Yes,200
Quality Spiked Caestus,Spiked Caestus,Quality,Quality,25,8,10,0,0,0,Strike,2,Fist,Yes,300
Fire Spiked Caestus,Spiked Caestus,Fire,Fire,25,8,10,0,0,0,Strike,2,Fist,Yes,400
Flame Art Spiked Caestus,Spiked Caestus,Flame Art,Flame Art,25,8,10,0,0,0,Strike,2,Fist,Yes,500
Lightning Spiked Caestus,Spiked Caestus,Lightning,Lightning,25,8,10,0,0,0,Strike,2,Fist,Yes,600
Sacred Spiked Caestus,Spiked Caestus,Sacred,Sacred,25,8,10,0,0,0,Strike,2,Fist,Yes,700
Magic Spiked Caestus,Spiked Caestus,Magic,Magic,25,8,10,0,0,0,Strike,2,Fist,Yes,800
Cold Spiked Caestus,Spiked Caestus,Cold,Cold,25,8,10,0,0,0,Strike,2,Fist,Yes,900
Poison Spiked Caestus,Spiked Caestus,Poison,Poison,25,8,10,0,0,0,Strike,2,Fist,Yes,1000
Blood Spiked Caestus,Spiked Caestus,Blood,Blood,25,8,10,0,0,0,Strike,2,Fist,Yes,1100
Occult Spiked Caestus,Spiked Caestus,Occult,Occult,25,8,10,0,0,0,Strike,2,Fist,Yes,1200
Grafted Dragon,Grafted Dragon,None,-,10,20,14,0,16,0,Strike,2.5,Fist,Yes,2200
Iron Ball,Iron Ball,None,None,25,11,8,0,0,0,Strike,2.5,Fist,Yes,0
Heavy Iron Ball,Iron Ball,Heavy,Heavy,25,11,8,0,0,0,Strike,2.5,Fist,Yes,6000
Keen Iron Ball,Iron Ball,Keen,Keen,25,11,8,0,0,0,Strike,2.5,Fist,Yes,200
Quality Iron Ball,Iron Ball,Quality,Quality,25,11,8,0,0,0,Strike,2.5,Fist,Yes,300
Fire Iron Ball,Iron Ball,Fire,Fire,25,11,8,0,0,0,Strike,2.5,Fist,Yes,400
Flame Art Iron Ball,Iron Ball,Flame Art,Flame Art,25,11,8,0,0,0,Strike,2.5,Fist,Yes,500
Lightning Iron Ball,Iron Ball,Lightning,Lightning,25,11,8,0,0,0,Strike,2.5,Fist,Yes,600
Sacred Iron Ball,Iron Ball,Sacred,Sacred,25,11,8,0,0,0,Strike,2.5,Fist,Yes,700
Magic Iron Ball,Iron Ball,Magic,Magic,25,11,8,0,0,0,Strike,2.5,Fist,Yes,800
Cold Iron Ball,Iron Ball,Cold,Cold,25,11,8,0,0,0,Strike,2.5,Fist,Yes,900
Poison Iron Ball,Iron Ball,Poison,Poison,25,11,8,0,0,0,Strike,2.5,Fist,Yes,1000
Blood Iron Ball,Iron Ball,Blood,Blood,25,11,8,0,0,0,Strike,2.5,Fist,Yes,1100
Occult Iron Ball,Iron Ball,Occult,Occult,25,11,8,0,0,0,Strike,2.5,Fist,Yes,1200
Star Fist,Star Fist,None,None,25,12,8,0,0,0,Strike,3,Fist,Yes,0
Heavy Star Fist,Star Fist,Heavy,Heavy,25,12,8,0,0,0,Strike,3,Fist,Yes,6000
Keen Star Fist,Star Fist,Keen,Keen,25,12,8,0,0,0,Strike,3,Fist,Yes,200
Quality Star Fist,Star Fist,Quality,Quality,25,12,8,0,0,0,Strike,3,Fist,Yes,300
Fire Star Fist,Star Fist,Fire,Fire,25,12,8,0,0,0,Strike,3,Fist,Yes,400
Flame Art Star Fist,Star Fist,Flame Art,Flame Art,25,12,8,0,0,0,Strike,3,Fist,Yes,500
Lightning Star Fist,Star Fist,Lightning,Lightning,25,12,8,0,0,0,Strike,3,Fist,Yes,600
Sacred Star Fist,Star Fist,Sacred,Sacred,25,12,8,0,0,0,Strike,3,Fist,Yes,700
Magic Star Fist,Star Fist,Magic,Magic,25,12,8,0,0,0,Strike,3,Fist,Yes,800
Cold Star Fist,Star Fist,Cold,Cold,25,12,8,0,0,0,Strike,3,Fist,Yes,900
Poison Star Fist,Star Fist,Poison,Poison,25,12,8,0,0,0,Strike,3,Fist,Yes,1000
Blood Star Fist,Star Fist,Blood,Blood,25,12,8,0,0,0,Strike,3,Fist,Yes,1100
Occult Star Fist,Star Fist,Occult,Occult,25,12,8,0,0,0,Strike,3,Fist,Yes,1200
Katar,Katar,None,None,25,8,10,0,0,0,Slash/Pierce,2.5,Fist,Yes,0
Heavy Katar,Katar,Heavy,Heavy,25,8,10,0,0,0,Slash/Pierce,2.5,Fist,Yes,100
