Name,Str +0,Dex +0,Int +0,Fai +0,Arc +0,Str +1,Dex +1,Int +1,Fai +1,Arc +1,Str +2,Dex +2,Int +2,Fai +2,Arc +2,Str +3,Dex +3,Int +3,Fai +3,Arc +3,Str +4,Dex +4,Int +4,Fai +4,Arc +4,Str +5,Dex +5,Int +5,Fai +5,Arc +5,Str +6,Dex +6,Int +6,Fai +6,Arc +6,Str +7,Dex +7,Int +7,Fai +7,Arc +7,Str +8,Dex +8,Int +8,Fai +8,Arc +8,Str +9,Dex +9,Int +9,Fai +9,Arc +9,Str +10,Dex +10,Int +10,Fai +10,Arc +10,Str +11,Dex +11,Int +11,Fai +11,Arc +11,Str +12,Dex +12,Int +12,Fai +12,Arc +12,Str +13,Dex +13,Int +13,Fai +13,Arc +13,Str +14,Dex +14,Int +14,Fai +14,Arc +14,Str +15,Dex +15,Int +15,Fai +15,Arc +15,Str +16,Dex +16,Int +16,Fai +16,Arc +16,Str +17,Dex +17,Int +17,Fai +17,Arc +17,Str +18,Dex +18,Int +18,Fai +18,Arc +18,Str +19,Dex +19,Int +19,Fai +19,Arc +19,Str +20,Dex +20,Int +20,Fai +20,Arc +20,Str +21,Dex +21,Int +21,Fai +21,Arc +21,Str +22,Dex +22,Int +22,Fai +22,Arc +22,Str +23,Dex +23,Int +23,Fai +23,Arc +23,Str +24,Dex +24,Int +24,Fai +24,Arc +24,Str +25,Dex +25,Int +25,Fai +25,Arc +25
Occult Cross-Naginata,0.08,0.192,0,0,0.72,0.084,0.2016,0,0,0.7488,0.088,0.2112,0,0,0.7776,0.092,0.2208,0,0,0.8064,0.096,0.2304,0,0,0.8352,0.1,0.24,0,0,0.864,0.104,0.2496,0,0,0.8928,0.108,0.2592,0,0,0.9216,0.112,0.2688,0,0,0.9504,0.116,0.2784,0,0,0.9792,0.12,0.288,0,0,1.008,0.122,0.2928,0,0,1.0296,0.124,0.2976,0,0,1.0512,0.126,0.3024,0,0,1.0728,0.128,0.3072,0,0,1.0944,0.13,0.312,0,0,1.116,0.132,0.3168,0,0,1.1376,0.134,0.3216,0,0,1.1592,0.136,0.3264,0,0,1.1808,0.138,0.3312,0,0,1.2024,0.14,0.336,0,0,1.224,0.142,0.3408,0,0,1.2384,0.144,0.3456,0,0,1.2528,0.146,0.3504,0,0,1.2672,0.148,0.3552,0,0,1.2816,0.15,0.36,0,0,1.296
Death Ritual Spear,0.23,0.53,0.3,0,0,0.2484,0.5724,0.324,0,0,0.2668,0.6148,0.348,0,0,0.2852,0.6572,0.372,0,0,0.3036,0.6996,0.396,0,0,0.322,0.742,0.42,0,0,0.3404,0.7844,0.444,0,0,0.3588,0.8268,0.468,0,0,0.3772,0.8692,0.492,0,0,0.3956,0.9116,0.516,0,0,0.414,0.954,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inquisitor's Girandole,0.35,0.35,0,0.5,0,0.378,0.378,0,0.54,0,0.406,0.406,0,0.58,0,0.434,0.434,0,0.62,0,0.462,0.462,0,0.66,0,0.49,0.49,0,0.7,0,0.518,0.518,0,0.74,0,0.546,0.546,0,0.78,0,0.574,0.574,0,0.82,0,0.602,0.602,0,0.86,0,0.63,0.63,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiked Spear,0.37,0.37,0,0,0,0.3774,0.3774,0,0,0,0.3848,0.3848,0,0,0,0.3922,0.3922,0,0,0,0.3996,0.3996,0,0,0,0.407,0.407,0,0,0,0.4144,0.4144,0,0,0,0.4218,0.4218,0,0,0,0.4292,0.4292,0,0,0,0.4366,0.4366,0,0,0,0.444,0.444,0,0,0,0.4514,0.4514,0,0,0,0.4588,0.4588,0,0,0,0.4662,0.4662,0,0,0,0.4736,0.4736,0,0,0,0.481,0.481,0,0,0,0.4884,0.4884,0,0,0,0.4958,0.4958,0,0,0,0.5032,0.5032,0,0,0,0.5106,0.5106,0,0,0,0.518,0.518,0,0,0,0.5254,0.5254,0,0,0,0.5328,0.5328,0,0,0,0.5402,0.5402,0,0,0,0.5476,0.5476,0,0,0,0.555,0.555,0,0,0
Heavy Spiked Spear,0.756,0,0,0,0,0.777,0,0,0,0,0.798,0,0,0,0,0.819,0,0,0,0,0.84,0,0,0,0,0.861,0,0,0,0,0.882,0,0,0,0,0.903,0,0,0,0,0.924,0,0,0,0,0.945,0,0,0,0,0.966,0,0,0,0,0.9828,0,0,0,0,0.9996,0,0,0,0,1.0164,0,0,0,0,1.0332,0,0,0,0,1.05,0,0,0,0,1.0668,0,0,0,0,1.0836,0,0,0,0,1.1004,0,0,0,0,1.1172,0,0,0,0,1.134,0,0,0,0,1.1424,0,0,0,0,1.1508,0,0,0,0,1.1592,0,0,0,0,1.1676,0,0,0,0,1.176,0,0,0,0
Keen Spiked Spear,0.07,0.738,0,0,0,0.0742,0.7585,0,0,0,0.0784,0.779,0,0,0,0.0826,0.7995,0,0,0,0.0868,0.82,0,0,0,0.091,0.8405,0,0,0,0.0952,0.861,0,0,0,0.0994,0.8815,0,0,0,0.1036,0.902,0,0,0,0.1078,0.9225,0,0,0,0.112,0.943,0,0,0,0.1148,0.9594,0,0,0,0.1176,0.9758,0,0,0,0.1204,0.9922,0,0,0,0.1232,1.0086,0,0,0,0.126,1.025,0,0,0,0.1288,1.0414,0,0,0,0.1316,1.0578,0,0,0,0.1344,1.0742,0,0,0,0.1372,1.0906,0,0,0,0.14,1.107,0,0,0,0.1484,1.1152,0,0,0,0.1568,1.1234,0,0,0,0.1652,1.1316,0,0,0,0.1736,1.1398,0,0,0,0.182,1.148,0,0,0
Quality Spiked Spear,0.51,0.51,0,0,0,0.5355,0.5355,0,0,0,0.561,0.561,0,0,0,0.5865,0.5865,0,0,0,0.612,0.612,0,0,0,0.6375,0.6375,0,0,0,0.663,0.663,0,0,0,0.6885,0.6885,0,0,0,0.714,0.714,0,0,0,0.7395,0.7395,0,0,0,0.765,0.765,0,0,0,0.7803,0.7803,0,0,0,0.7956,0.7956,0,0,0,0.8109,0.8109,0,0,0,0.8262,0.8262,0,0,0,0.8415,0.8415,0,0,0,0.8568,0.8568,0,0,0,0.8721,0.8721,0,0,0,0.8874,0.8874,0,0,0,0.9027,0.9027,0,0,0,0.918,0.918,0,0,0,0.9282,0.9282,0,0,0,0.9384,0.9384,0,0,0,0.9486,0.9486,0,0,0,0.9588,0.9588,0,0,0,0.969,0.969,0,0,0
Fire Spiked Spear,0.39,0.035,0,0,0,0.402,0.0371,0,0,0,0.414,0.0392,0,0,0,0.426,0.0413,0,0,0,0.438,0.0434,0,0,0,0.45,0.0455,0,0,0,0.462,0.0476,0,0,0,0.474,0.0497,0,0,0,0.486,0.0518,0,0,0,0.498,0.0539,0,0,0,0.51,0.056,0,0,0,0.519,0.0581,0,0,0,0.528,0.0602,0,0,0,0.537,0.0623,0,0,0,0.546,0.0644,0,0,0,0.555,0.0665,0,0,0,0.564,0.0686,0,0,0,0.573,0.0707,0,0,0,0.582,0.0728,0,0,0,0.591,0.0749,0,0,0,0.6,0.077,0,0,0,0.606,0.0784,0,0,0,0.612,0.0798,0,0,0,0.618,0.0812,0,0,0,0.624,0.0826,0,0,0,0.63,0.084,0,0,0
Flame Art Spiked Spear,0.056,0.056,0,0.35,0,0.0595,0.0595,0,0.3745,0,0.063,0.063,0,0.399,0,0.0665,0.0665,0,0.4235,0,0.07,0.07,0,0.448,0,0.0735,0.0735,0,0.4725,0,0.077,0.077,0,0.497,0,0.0805,0.0805,0,0.5215,0,0.084,0.084,0,0.546,0,0.0875,0.0875,0,0.5705,0,0.091,0.091,0,0.595,0,0.0938,0.0938,0,0.6125,0,0.0966,0.0966,0,0.63,0,0.0994,0.0994,0,0.6475,0,0.1022,0.1022,0,0.665,0,0.105,0.105,0,0.6825,0,0.1078,0.1078,0,0.7,0,0.1106,0.1106,0,0.7175,0,0.1134,0.1134,0,0.735,0,0.1162,0.1162,0,0.7525,0,0.119,0.119,0,0.77,0,0.1204,0.1204,0,0.777,0,0.1218,0.1218,0,0.784,0,0.1232,0.1232,0,0.791,0,0.1246,0.1246,0,0.798,0,0.126,0.126,0,0.805,0
Lightning Spiked Spear,0.035,0.39,0,0,0,0.0371,0.402,0,0,0,0.0392,0.414,0,0,0,0.0413,0.426,0,0,0,0.0434,0.438,0,0,0,0.0455,0.45,0,0,0,0.0476,0.462,0,0,0,0.0497,0.474,0,0,0,0.0518,0.486,0,0,0,0.0539,0.498,0,0,0,0.056,0.51,0,0,0,0.0581,0.519,0,0,0,0.0602,0.528,0,0,0,0.0623,0.537,0,0,0,0.0644,0.546,0,0,0,0.0665,0.555,0,0,0,0.0686,0.564,0,0,0,0.0707,0.573,0,0,0,0.0728,0.582,0,0,0,0.0749,0.591,0,0,0,0.077,0.6,0,0,0,0.0784,0.606,0,0,0,0.0798,0.612,0,0,0,0.0812,0.618,0,0,0,0.0826,0.624,0,0,0,0.084,0.63,0,0,0
Sacred Spiked Spear,0.07,0.07,0,0.35,0,0.0728,0.0728,0,0.3745,0,0.0756,0.0756,0,0.399,0,0.0784,0.0784,0,0.4235,0,0.0812,0.0812,0,0.448,0,0.084,0.084,0,0.4725,0,0.0868,0.0868,0,0.497,0,0.0896,0.0896,0,0.5215,0,0.0924,0.0924,0,0.546,0,0.0952,0.0952,0,0.5705,0,0.098,0.098,0,0.595,0,0.1001,0.1001,0,0.6125,0,0.1022,0.1022,0,0.63,0,0.1043,0.1043,0,0.6475,0,0.1064,0.1064,0,0.665,0,0.1085,0.1085,0,0.6825,0,0.1106,0.1106,0,0.7,0,0.1127,0.1127,0,0.7175,0,0.1148,0.1148,0,0.735,0,0.1169,0.1169,0,0.7525,0,0.119,0.119,0,0.77,0,0.1204,0.1204,0,0.777,0,0.1218,0.1218,0,0.784,0,0.1232,0.1232,0,0.791,0,0.1246,0.1246,0,0.798,0,0.126,0.126,0,0.805,0
Magic Spiked Spear,0.056,0.056,0.35,0,0,0.0581,0.0581,0.3745,0,0,0.0602,0.0602,0.399,0,0,0.0623,0.0623,0.4235,0,0,0.0644,0.0644,0.448,0,0,0.0665,0.0665,0.4725,0,0,0.0686,0.0686,0.497,0,0,0.0707,0.0707,0.5215,0,0,0.0728,0.0728,0.546,0,0,0.0749,0.0749,0.5705,0,0,0.077,0.077,0.595,0,0,0.0777,0.0777,0.6125,0,0,0.0784,0.0784,0.63,0,0,0.0791,0.0791,0.6475,0,0,0.0798,0.0798,0.665,0,0,0.0805,0.0805,0.6825,0,0,0.0812,0.0812,0.7,0,0,0.0819,0.0819,0.7175,0,0,0.0826,0.0826,0.735,0,0,0.0833,0.0833,0.7525,0,0,0.084,0.084,0.77,0,0,0.0854,0.0854,0.7805,0,0,0.0868,0.0868,0.791,0,0,0.0882,0.0882,0.8015,0,0,0.0896,0.0896,0.812,0,0,0.091,0.091,0.8225,0,0
Cold Spiked Spear,0.33,0.33,0.33,0,0,0.3465,0.3465,0.3465,0,0,0.363,0.363,0.363,0,0,0.3795,0.3795,0.3795,0,0,0.396,0.396,0.396,0,0,0.4125,0.4125,0.4125,0,0,0.429,0.429,0.429,0,0,0.4455,0.4455,0.4455,0,0,0.462,0.462,0.462,0,0,0.4785,0.4785,0.4785,0,0,0.495,0.495,0.495,0,0,0.5049,0.5049,0.5082,0,0,0.5148,0.5148,0.5214,0,0,0.5247,0.5247,0.5346,0,0,0.5346,0.5346,0.5478,0,0,0.5445,0.5445,0.561,0,0,0.5544,0.5544,0.5742,0,0,0.5643,0.5643,0.5874,0,0,0.5742,0.5742,0.6006,0,0,0.5841,0.5841,0.6138,0,0,0.594,0.594,0.627,0,0,0.6006,0.6006,0.6336,0,0,0.6072,0.6072,0.6402,0,0,0.6138,0.6138,0.6468,0,0,0.6204,0.6204,0.6534,0,0,0.627,0.627,0.66,0,0
Poison Spiked Spear,0.33,0.33,0,0,0.3,0.3432,0.3432,0,0,0.309,0.3564,0.3564,0,0,0.318,0.3696,0.3696,0,0,0.327,0.3828,0.3828,0,0,0.336,0.396,0.396,0,0,0.345,0.4092,0.4092,0,0,0.354,0.4224,0.4224,0,0,0.363,0.4356,0.4356,0,0,0.372,0.4488,0.4488,0,0,0.381,0.462,0.462,0,0,0.39,0.4719,0.4719,0,0,0.393,0.4818,0.4818,0,0,0.396,0.4917,0.4917,0,0,0.399,0.5016,0.5016,0,0,0.402,0.5115,0.5115,0,0,0.405,0.5214,0.5214,0,0,0.408,0.5313,0.5313,0,0,0.411,0.5412,0.5412,0,0,0.414,0.5511,0.5511,0,0,0.417,0.561,0.561,0,0,0.42,0.5742,0.5742,0,0,0.423,0.5874,0.5874,0,0,0.426,0.6006,0.6006,0,0,0.429,0.6138,0.6138,0,0,0.432,0.627,0.627,0,0,0.435
Blood Spiked Spear,0.33,0.33,0,0,0.3,0.3432,0.3432,0,0,0.309,0.3564,0.3564,0,0,0.318,0.3696,0.3696,0,0,0.327,0.3828,0.3828,0,0,0.336,0.396,0.396,0,0,0.345,0.4092,0.4092,0,0,0.354,0.4224,0.4224,0,0,0.363,0.4356,0.4356,0,0,0.372,0.4488,0.4488,0,0,0.381,0.462,0.462,0,0,0.39,0.4719,0.4719,0,0,0.393,0.4818,0.4818,0,0,0.396,0.4917,0.4917,0,0,0.399,0.5016,0.5016,0,0,0.402,0.5115,0.5115,0,0,0.405,0.5214,0.5214,0,0,0.408,0.5313,0.5313,0,0,0.411,0.5412,0.5412,0,0,0.414,0.5511,0.5511,0,0,0.417,0.561,0.561,0,0,0.42,0.5742,0.5742,0,0,0.423,0.5874,0.5874,0,0,0.426,0.6006,0.6006,0,0,0.429,0.6138,0.6138,0,0,0.432,0.627,0.627,0,0,0.435
Occult Spiked Spear,0.112,0.112,0,0,0.62,0.1176,0.1176,0,0,0.6448,0.1232,0.1232,0,0,0.6696,0.1288,0.1288,0,0,0.6944,0.1344,0.1344,0,0,0.7192,0.14,0.14,0,0,0.744,0.1456,0.1456,0,0,0.7688,0.1512,0.1512,0,0,0.7936,0.1568,0.1568,0,0,0.8184,0.1624,0.1624,0,0,0.8432,0.168,0.168,0,0,0.868,0.1708,0.1708,0,0,0.8866,0.1736,0.1736,0,0,0.9052,0.1764,0.1764,0,0,0.9238,0.1792,0.1792,0,0,0.9424,0.182,0.182,0,0,0.961,0.1848,0.1848,0,0,0.9796,0.1876,0.1876,0,0,0.9982,0.1904,0.1904,0,0,1.0168,0.1932,0.1932,0,0,1.0354,0.196,0.196,0,0,1.054,0.1988,0.1988,0,0,1.0664,0.2016,0.2016,0,0,1.0788,0.2044,0.2044,0,0,1.0912,0.2072,0.2072,0,0,1.1036,0.21,0.21,0,0,1.116
Iron Spear,0.44,0.33,0,0,0,0.4488,0.3366,0,0,0,0.4576,0.3432,0,0,0,0.4664,0.3498,0,0,0,0.4752,0.3564,0,0,0,0.484,0.363,0,0,0,0.4928,0.3696,0,0,0,0.5016,0.3762,0,0,0,0.5104,0.3828,0,0,0,0.5192,0.3894,0,0,0,0.528,0.396,0,0,0,0.5368,0.4026,0,0,0,0.5456,0.4092,0,0,0,0.5544,0.4158,0,0,0,0.5632,0.4224,0,0,0,0.572,0.429,0,0,0,0.5808,0.4356,0,0,0,0.5896,0.4422,0,0,0,0.5984,0.4488,0,0,0,0.6072,0.4554,0,0,0,0.616,0.462,0,0,0,0.6248,0.4686,0,0,0,0.6336,0.4752,0,0,0,0.6424,0.4818,0,0,0,0.6512,0.4884,0,0,0,0.66,0.495,0,0,0
Heavy Iron Spear,0.81,0,0,0,0,0.8325,0,0,0,0,0.855,0,0,0,0,0.8775,0,0,0,0,0.9,0,0,0,0,0.9225,0,0,0,0,0.945,0,0,0,0,0.9675,0,0,0,0,0.99,0,0,0,0,1.0125,0,0,0,0,1.035,0,0,0,0,1.053,0,0,0,0,1.071,0,0,0,0,1.089,0,0,0,0,1.107,0,0,0,0,1.125,0,0,0,0,1.143,0,0,0,0,1.161,0,0,0,0,1.179,0,0,0,0,1.197,0,0,0,0,1.215,0,0,0,0,1.224,0,0,0,0,1.233,0,0,0,0,1.242,0,0,0,0,1.251,0,0,0,0,1.26,0,0,0,0
Keen Iron Spear,0.075,0.738,0,0,0,0.0795,0.7585,0,0,0,0.084,0.779,0,0,0,0.0885,0.7995,0,0,0,0.093,0.82,0,0,0,0.0975,0.8405,0,0,0,0.102,0.861,0,0,0,0.1065,0.8815,0,0,0,0.111,0.902,0,0,0,0.1155,0.9225,0,0,0,0.12,0.943,0,0,0,0.123,0.9594,0,0,0,0.126,0.9758,0,0,0,0.129,0.9922,0,0,0,0.132,1.0086,0,0,0,0.135,1.025,0,0,0,0.138,1.0414,0,0,0,0.141,1.0578,0,0,0,0.144,1.0742,0,0,0,0.147,1.0906,0,0,0,0.15,1.107,0,0,0,0.159,1.1152,0,0,0,0.168,1.1234,0,0,0,0.177,1.1316,0,0,0,0.186,1.1398,0,0,0,0.195,1.148,0,0,0
Quality Iron Spear,0.53,0.53,0,0,0,0.5565,0.5565,0,0,0,0.583,0.583,0,0,0,0.6095,0.6095,0,0,0,0.636,0.636,0,0,0,0.6625,0.6625,0,0,0,0.689,0.689,0,0,0,0.7155,0.7155,0,0,0,0.742,0.742,0,0,0,0.7685,0.7685,0,0,0,0.795,0.795,0,0,0,0.8109,0.8109,0,0,0,0.8268,0.8268,0,0,0,0.8427,0.8427,0,0,0,0.8586,0.8586,0,0,0,0.8745,0.8745,0,0,0,0.8904,0.8904,0,0,0,0.9063,0.9063,0,0,0,0.9222,0.9222,0,0,0,0.9381,0.9381,0,0,0,0.954,0.954,0,0,0,0.9646,0.9646,0,0,0,0.9752,0.9752,0,0,0,0.9858,0.9858,0,0,0,0.9964,0.9964,0,0,0,1.007,1.007,0,0,0
Fire Iron Spear,0.416,0.035,0,0,0,0.4288,0.0371,0,0,0,0.4416,0.0392,0,0,0,0.4544,0.0413,0,0,0,0.4672,0.0434,0,0,0,0.48,0.0455,0,0,0,0.4928,0.0476,0,0,0,0.5056,0.0497,0,0,0,0.5184,0.0518,0,0,0,0.5312,0.0539,0,0,0,0.544,0.056,0,0,0,0.5536,0.0581,0,0,0,0.5632,0.0602,0,0,0,0.5728,0.0623,0,0,0,0.5824,0.0644,0,0,0,0.592,0.0665,0,0,0,0.6016,0.0686,0,0,0,0.6112,0.0707,0,0,0,0.6208,0.0728,0,0,0,0.6304,0.0749,0,0,0,0.64,0.077,0,0,0,0.6464,0.0784,0,0,0,0.6528,0.0798,0,0,0,0.6592,0.0812,0,0,0,0.6656,0.0826,0,0,0,0.672,0.084,0,0,0
Flame Art Iron Spear,0.064,0.048,0,0.38,0,0.068,0.051,0,0.4066,0,0.072,0.054,0,0.4332,0,0.076,0.057,0,0.4598,0,0.08,0.06,0,0.4864,0,0.084,0.063,0,0.513,0,0.088,0.066,0,0.5396,0,0.092,0.069,0,0.5662,0,0.096,0.072,0,0.5928,0,0.1,0.075,0,0.6194,0,0.104,0.078,0,0.646,0,0.1072,0.0804,0,0.665,0,0.1104,0.0828,0,0.684,0,0.1136,0.0852,0,0.703,0,0.1168,0.0876,0,0.722,0,0.12,0.09,0,0.741,0,0.1232,0.0924,0,0.76,0,0.1264,0.0948,0,0.779,0,0.1296,0.0972,0,0.798,0,0.1328,0.0996,0,0.817,0,0.136,0.102,0,0.836,0,0.1376,0.1032,0,0.8436,0,0.1392,0.1044,0,0.8512,0,0.1408,0.1056,0,0.8588,0,0.1424,0.1068,0,0.8664,0,0.144,0.108,0,0.874,0
Lightning Iron Spear,0.035,0.416,0,0,0,0.0371,0.4288,0,0,0,0.0392,0.4416,0,0,0,0.0413,0.4544,0,0,0,0.0434,0.4672,0,0,0,0.0455,0.48,0,0,0,0.0476,0.4928,0,0,0,0.0497,0.5056,0,0,0,0.0518,0.5184,0,0,0,0.0539,0.5312,0,0,0,0.056,0.544,0,0,0,0.0581,0.5536,0,0,0,0.0602,0.5632,0,0,0,0.0623,0.5728,0,0,0,0.0644,0.5824,0,0,0,0.0665,0.592,0,0,0,0.0686,0.6016,0,0,0,0.0707,0.6112,0,0,0,0.0728,0.6208,0,0,0,0.0749,0.6304,0,0,0,0.077,0.64,0,0,0,0.0784,0.6464,0,0,0,0.0798,0.6528,0,0,0,0.0812,0.6592,0,0,0,0.0826,0.6656,0,0,0,0.084,0.672,0,0,0
Sacred Iron Spear,0.08,0.06,0,0.38,0,0.0832,0.0624,0,0.4066,0,0.0864,0.0648,0,0.4332,0,0.0896,0.0672,0,0.4598,0,0.0928,0.0696,0,0.4864,0,0.096,0.072,0,0.513,0,0.0992,0.0744,0,0.5396,0,0.1024,0.0768,0,0.5662,0,0.1056,0.0792,0,0.5928,0,0.1088,0.0816,0,0.6194,0,0.112,0.084,0,0.646,0,0.1144,0.0858,0,0.665,0,0.1168,0.0876,0,0.684,0,0.1192,0.0894,0,0.703,0,0.1216,0.0912,0,0.722,0,0.124,0.093,0,0.741,0,0.1264,0.0948,0,0.76,0,0.1288,0.0966,0,0.779,0,0.1312,0.0984,0,0.798,0,0.1336,0.1002,0,0.817,0,0.136,0.102,0,0.836,0,0.1376,0.1032,0,0.8436,0,0.1392,0.1044,0,0.8512,0,0.1408,0.1056,0,0.8588,0,0.1424,0.1068,0,0.8664,0,0.144,0.108,0,0.874,0
Magic Iron Spear,0.064,0.048,0.38,0,0,0.0664,0.0498,0.4066,0,0,0.0688,0.0516,0.4332,0,0,0.0712,0.0534,0.4598,0,0,0.0736,0.0552,0.4864,0,0,0.076,0.057,0.513,0,0,0.0784,0.0588,0.5396,0,0,0.0808,0.0606,0.5662,0,0,0.0832,0.0624,0.5928,0,0,0.0856,0.0642,0.6194,0,0,0.088,0.066,0.646,0,0,0.0888,0.0666,0.665,0,0,0.0896,0.0672,0.684,0,0,0.0904,0.0678,0.703,0,0,0.0912,0.0684,0.722,0,0,0.092,0.069,0.741,0,0,0.0928,0.0696,0.76,0,0,0.0936,0.0702,0.779,0,0,0.0944,0.0708,0.798,0,0,0.0952,0.0714,0.817,0,0,0.096,0.072,0.836,0,0,0.0976,0.0732,0.8474,0,0,0.0992,0.0744,0.8588,0,0,0.1008,0.0756,0.8702,0,0,0.1024,0.0768,0.8816,0,0,0.104,0.078,0.893,0,0
Cold Iron Spear,0.39,0.29,0.36,0,0,0.4095,0.3045,0.378,0,0,0.429,0.319,0.396,0,0,0.4485,0.3335,0.414,0,0,0.468,0.348,0.432,0,0,0.4875,0.3625,0.45,0,0,0.507,0.377,0.468,0,0,0.5265,0.3915,0.486,0,0,0.546,0.406,0.504,0,0,0.5655,0.4205,0.522,0,0,0.585,0.435,0.54,0,0,0.5967,0.4437,0.5544,0,0,0.6084,0.4524,0.5688,0,0,0.6201,0.4611,0.5832,0,0,0.6318,0.4698,0.5976,0,0,0.6435,0.4785,0.612,0,0,0.6552,0.4872,0.6264,0,0,0.6669,0.4959,0.6408,0,0,0.6786,0.5046,0.6552,0,0,0.6903,0.5133,0.6696,0,0,0.702,0.522,0.684,0,0,0.7098,0.5278,0.6912,0,0,0.7176,0.5336,0.6984,0,0,0.7254,0.5394,0.7056,0,0,0.7332,0.5452,0.7128,0,0,0.741,0.551,0.72,0,0
Poison Iron Spear,0.39,0.29,0,0,0.3,0.4056,0.3016,0,0,0.309,0.4212,0.3132,0,0,0.318,0.4368,0.3248,0,0,0.327,0.4524,0.3364,0,0,0.336,0.468,0.348,0,0,0.345,0.4836,0.3596,0,0,0.354,0.4992,0.3712,0,0,0.363,0.5148,0.3828,0,0,0.372,0.5304,0.3944,0,0,0.381,0.546,0.406,0,0,0.39,0.5577,0.4147,0,0,0.393,0.5694,0.4234,0,0,0.396,0.5811,0.4321,0,0,0.399,0.5928,0.4408,0,0,0.402,0.6045,0.4495,0,0,0.405,0.6162,0.4582,0,0,0.408,0.6279,0.4669,0,0,0.411,0.6396,0.4756,0,0,0.414,0.6513,0.4843,0,0,0.417,0.663,0.493,0,0,0.42,0.6786,0.5046,0,0,0.423,0.6942,0.5162,0,0,0.426,0.7098,0.5278,0,0,0.429,0.7254,0.5394,0,0,0.432,0.741,0.551,0,0,0.435
Blood Iron Spear,0.39,0.29,0,0,0.3,0.4056,0.3016,0,0,0.309,0.4212,0.3132,0,0,0.318,0.4368,0.3248,0,0,0.327,0.4524,0.3364,0,0,0.336,0.468,0.348,0,0,0.345,0.4836,0.3596,0,0,0.354,0.4992,0.3712,0,0,0.363,0.5148,0.3828,0,0,0.372,0.5304,0.3944,0,0,0.381,0.546,0.406,0,0,0.39,0.5577,0.4147,0,0,0.393,0.5694,0.4234,0,0,0.396,0.5811,0.4321,0,0,0.399,0.5928,0.4408,0,0,0.402,0.6045,0.4495,0,0,0.405,0.6162,0.4582,0,0,0.408,0.6279,0.4669,0,0,0.411,0.6396,0.4756,0,0,0.414,0.6513,0.4843,0,0,0.417,0.663,0.493,0,0,0.42,0.6786,0.5046,0,0,0.423,0.6942,0.5162,0,0,0.426,0.7098,0.5278,0,0,0.429,0.7254,0.5394,0,0,0.432,0.741,0.551,0,0,0.435
Occult Iron Spear,0.136,0.104,0,0,0.65,0.1428,0.1092,0,0,0.676,0.1496,0.1144,0,0,0.702,0.1564,0.1196,0,0,0.728,0.1632,0.1248,0,0,0.754,0.17,0.13,0,0,0.78,0.1768,0.1352,0,0,0.806,0.1836,0.1404,0,0,0.832,0.1904,0.1456,0,0,0.858,0.1972,0.1508,0,0,0.884,0.204,0.156,0,0,0.91,0.2074,0.1586,0,0,0.9295,0.2108,0.1612,0,0,0.949,0.2142,0.1638,0,0,0.9685,0.2176,0.1664,0,0,0.988,0.221,0.169,0,0,1.0075,0.2244,0.1716,0,0,1.027,0.2278,0.1742,0,0,1.0465,0.2312,0.1768,0,0,1.066,0.2346,0.1794,0,0,1.0855,0.238,0.182,0,0,1.105,0.2414,0.1846,0,0,1.118,0.2448,0.1872,0,0,1.131,0.2482,0.1898,0,0,1.144,0.2516,0.1924,0,0,1.157,0.255,0.195,0,0,1.17
Rotten Crystal Spear,0.21,0.51,0.2,0,0,0.2268,0.5508,0.216,0,0,0.2436,0.5916,0.232,0,0,0.2604,0.6324,0.248,0,0,0.2772,0.6732,0.264,0,0,0.294,0.714,0.28,0,0,0.3108,0.7548,0.296,0,0,0.3276,0.7956,0.312,0,0,0.3444,0.8364,0.328,0,0,0.3612,0.8772,0.344,0,0,0.378,0.918,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohgwyn's Sacred Spear,0.4,0.15,0,0,0.4,0.432,0.162,0,0,0.432,0.464,0.174,0,0,0.464,0.496,0.186,0,0,0.496,0.528,0.198,0,0,0.528,0.56,0.21,0,0,0.56,0.592,0.222,0,0,0.592,0.624,0.234,0,0,0.624,0.656,0.246,0,0,0.656,0.688,0.258,0,0,0.688,0.72,0.27,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
